date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:54:36	95786/95786	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js	C:/My%20Web%20Sites/ngo%20website/ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js	(from https://futureseedearth.com/)
22:54:36	63781/63781	---M-Z	200	added ('OK')	text/css	etag:%22f925-6883845f-6eb8a04d1494f61a;gz%22	https://futureseedearth.com/assets/vendor/boxicons/css/boxicons.min.css	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/vendor/boxicons/css/boxicons.min.css	(from https://futureseedearth.com/)
22:54:37	13785/13785	---M-Z	200	added ('OK')	text/css	etag:%2235d9-68838469-4014f31130298ea9;gz%22	https://futureseedearth.com/assets/vendor/glightbox/css/glightbox.min.css	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/vendor/glightbox/css/glightbox.min.css	(from https://futureseedearth.com/)
22:54:37	110438/110438	---M-Z	200	added ('OK')	text/css	etag:%221af66-68838426-b332d47ad30fc515;gz%22	https://futureseedearth.com/assets/vendor/remixicon/remixicon.css	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/vendor/remixicon/remixicon.css	(from https://futureseedearth.com/)
22:54:38	15563/15563	---M-Z	200	added ('OK')	text/css	etag:%223ccb-6883842f-b211538e5a09beca;gz%22	https://futureseedearth.com/assets/vendor/swiper/swiper-bundle.min.css	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/vendor/swiper/swiper-bundle.min.css	(from https://futureseedearth.com/)
22:54:38	43147/43147	---M-Z	200	added ('OK')	text/css	etag:%22a88b-68838304-e694a003a62485b4;gz%22	https://futureseedearth.com/assets/css/style.css	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/css/style.css	(from https://futureseedearth.com/)
22:54:39	16519/16519	---M-Z	200	added ('OK')	text/html	etag:%224087-6883e29d-6c20600f6e8643a8;gz%22	https://futureseedearth.com/donate.html	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/donate.html	(from https://futureseedearth.com/)
22:54:39	63618/63618	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Jul%202025%2017:24:41%20GMT	https://futureseedearth.com/index.php	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/index-2.html	(from https://futureseedearth.com/)
22:54:40	27818/27818	---M-Z	200	added ('OK')	text/html	etag:%226caa-688382bc-9358e25c700f499f;gz%22	https://futureseedearth.com/about.html	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/about.html	(from https://futureseedearth.com/)
22:54:40	52995/52995	---M-Z	200	added ('OK')	text/html	etag:%22cf03-688382d0-633f122c9daaa908;gz%22	https://futureseedearth.com/team.html	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/team.html	(from https://futureseedearth.com/)
22:54:40	24090/24090	---M-Z	200	added ('OK')	text/html	etag:%225e1a-688382ce-a9abd92be739f3cd;gz%22	https://futureseedearth.com/services.html	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/services.html	(from https://futureseedearth.com/)
22:54:41	20257/20257	---M-Z	200	added ('OK')	text/html	etag:%224f21-688382ca-4ea16ba0298718c0;gz%22	https://futureseedearth.com/portfolio.html	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/portfolio.html	(from https://futureseedearth.com/)
22:54:41	31325/31325	---M-Z	200	added ('OK')	text/html	etag:%227a5d-688382cb-7c54ba1d9adfdd70;gz%22	https://futureseedearth.com/pricing.html	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/pricing.html	(from https://futureseedearth.com/)
22:54:42	20742/20742	---M-Z	200	added ('OK')	text/html	etag:%225106-688382c0-3acb686d3b4a2f6b;gz%22	https://futureseedearth.com/blog.html	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/blog.html	(from https://futureseedearth.com/)
22:54:42	13721/13721	---M-Z	200	added ('OK')	text/html	etag:%223599-688382c0-dda7c4eb81658cfc;gz%22	https://futureseedearth.com/contact.html	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/contact.html	(from https://futureseedearth.com/)
22:54:43	192952/192952	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:24:45%20GMT	https://futureseedearth.com/assets/img/banner2.jpg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/banner2.jpg	(from https://futureseedearth.com/)
22:54:44	126820/126820	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:24:45%20GMT	https://futureseedearth.com/assets/img/plan.jpg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/plan.jpg	(from https://futureseedearth.com/)
22:54:45	242939/242939	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:24:46%20GMT	https://futureseedearth.com/assets/img/bhavti2.jpg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/bhavti2.jpg	(from https://futureseedearth.com/)
22:54:45	90735/90735	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:24:47%20GMT	https://futureseedearth.com/assets/img/HOSLA1.jpg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/HOSLA1.jpg	(from https://futureseedearth.com/)
22:54:46	98035/98035	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:24:48%20GMT	https://futureseedearth.com/assets/img/banner5.jpg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/banner5.jpg	(from https://futureseedearth.com/)
22:54:47	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-16ced18c698bf660;gz%22	https://futureseedearth.com/pricing.php	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/pricing.php	(from https://futureseedearth.com/)
22:54:48	307089/307089	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:24:49%20GMT	https://futureseedearth.com/assets/img/jpg_20230210_130845_0000.jpg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/jpg_20230210_130845_0000.jpg	(from https://futureseedearth.com/)
22:54:48	87288/87288	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Jul%202025%2017:24:50%20GMT	https://futureseedearth.com/assets/img/banner1.png	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/banner1.png	(from https://futureseedearth.com/)
22:54:50	29416/29416	---M-Z	200	added ('OK')	text/html	etag:%2272e8-688382bf-d71588177987066;gz%22	https://futureseedearth.com/blog-single.html	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/blog-single.html	(from https://futureseedearth.com/)
22:54:51	26518/26518	---M-Z	200	added ('OK')	text/html	etag:%226796-688382bf-796ff9f896be5291;gz%22	https://futureseedearth.com/bhavati_blog.html	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/bhavati_blog.html	(from https://futureseedearth.com/)
22:54:51	12403628/12403628	---M--	200	added ('OK')	video/mp4	etag:%22bd43ac-6883835f-bca9e16879938173;;;%22	https://futureseedearth.com/assets/videos/plantation%20(1).mp4	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/videos/plantation%20(1).mp4	(from https://futureseedearth.com/)
22:54:52	13299186/13299186	---M--	200	added ('OK')	video/mp4	etag:%22caedf2-68838362-7de12310273dc9e6;;;%22	https://futureseedearth.com/assets/videos/Video_185427_060322.mp4	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/videos/Video_185427_060322.mp4	(from https://futureseedearth.com/)
22:54:52	26889/26889	---M-Z	200	added ('OK')	text/html	etag:%226909-688382c4-d7bbd3c95b7f640;gz%22	https://futureseedearth.com/hosla.html	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/hosla.html	(from https://futureseedearth.com/)
22:54:53	27543/27543	---M-Z	200	added ('OK')	text/html	etag:%226b97-688382c6-3e025068dca28de3;gz%22	https://futureseedearth.com/mask.html	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/mask.html	(from https://futureseedearth.com/)
22:54:53	5170180/5170180	---M--	200	added ('OK')	video/mp4	etag:%224ee404-6883835d-380aec81e4880c1b;;;%22	https://futureseedearth.com/assets/videos/Mask.mp4	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/videos/Mask.mp4	(from https://futureseedearth.com/)
22:54:54	7916906/7916906	---M--	200	added ('OK')	video/mp4	etag:%2278cd6a-68838364-9944dbaf92c9535e;;;%22	https://futureseedearth.com/assets/videos/Video_191242_060322.mp4	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/videos/Video_191242_060322.mp4	(from https://futureseedearth.com/)
22:54:54	54519/54519	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Jul%202025%2017:24:56%20GMT	https://futureseedearth.com/assets/img/upi.png	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/upi.png	(from https://futureseedearth.com/)
22:54:54	19692/19692	---M-Z	200	added ('OK')	text/html	etag:%224cec-688385af-45fd689c1df093a3;gz%22	https://futureseedearth.com/environmental-research.html	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/environmental-research.html	(from https://futureseedearth.com/)
22:54:55	15000/15000	---M-Z	200	added ('OK')	text/html	etag:%223a98-688382c9-7f021729f0f8a900;gz%22	https://futureseedearth.com/peoples-health.html	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/peoples-health.html	(from https://futureseedearth.com/)
22:54:55	14426/14426	---M-Z	200	added ('OK')	text/html	etag:%22385a-688382c1-1613e1673036d4a7;gz%22	https://futureseedearth.com/csr.html	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/csr.html	(from https://futureseedearth.com/)
22:54:56	13980/13980	---M-Z	200	added ('OK')	text/html	etag:%22369c-688382c3-55f90e3a4af69ec7;gz%22	https://futureseedearth.com/ecosystem-restoration.html	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/ecosystem-restoration.html	(from https://futureseedearth.com/)
22:54:56	14090/14090	---M-Z	200	added ('OK')	text/html	etag:%22370a-688382be-161e6598966c9a47;gz%22	https://futureseedearth.com/awareness-program.html	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/awareness-program.html	(from https://futureseedearth.com/)
22:54:57	11701/11701	---M-Z	200	added ('OK')	text/html	etag:%222db5-688382cd-56cc75cae12b15;gz%22	https://futureseedearth.com/renewable-energy.html	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/renewable-energy.html	(from https://futureseedearth.com/)
22:54:58	26625/26625	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:24:59%20GMT	https://futureseedearth.com/assets/img/Our%20Supporters/supporter10.jpg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/Our%20Supporters/supporter10.jpg	(from https://futureseedearth.com/)
22:54:58	11148/11148	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:25:00%20GMT	https://futureseedearth.com/assets/img/Our%20Supporters/supporter11.jpg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/Our%20Supporters/supporter11.jpg	(from https://futureseedearth.com/)
22:54:59	47581/47581	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:25:01%20GMT	https://futureseedearth.com/assets/img/Our%20Supporters/supporter12.jpg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/Our%20Supporters/supporter12.jpg	(from https://futureseedearth.com/)
22:55:00	442916/442916	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Jul%202025%2017:25:02%20GMT	https://futureseedearth.com/assets/img/Our%20Supporters/supporters1.png	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/Our%20Supporters/supporters1.png	(from https://futureseedearth.com/)
22:55:01	31006/31006	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Jul%202025%2017:25:03%20GMT	https://futureseedearth.com/assets/img/Our%20Supporters/supporters2.png	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/Our%20Supporters/supporters2.png	(from https://futureseedearth.com/)
22:55:02	10404/10404	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:25:03%20GMT	https://futureseedearth.com/assets/img/Our%20Supporters/supporters3.jpeg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/Our%20Supporters/supporters3.jpg	(from https://futureseedearth.com/)
22:55:02	36639/36639	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:25:04%20GMT	https://futureseedearth.com/assets/img/Our%20Supporters/supporters4.jpeg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/Our%20Supporters/supporters4.jpg	(from https://futureseedearth.com/)
22:55:03	7095/7095	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Jul%202025%2017:25:04%20GMT	https://futureseedearth.com/assets/img/Our%20Supporters/supporters5.png	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/Our%20Supporters/supporters5.png	(from https://futureseedearth.com/)
22:55:03	27307/27307	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:25:05%20GMT	https://futureseedearth.com/assets/img/Our%20Supporters/supporters6.jpeg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/Our%20Supporters/supporters6.jpg	(from https://futureseedearth.com/)
22:55:04	51371/51371	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:25:05%20GMT	https://futureseedearth.com/assets/img/Our%20Supporters/supporters7.jpeg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/Our%20Supporters/supporters7.jpg	(from https://futureseedearth.com/)
22:55:04	10943/10943	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Jul%202025%2017:25:06%20GMT	https://futureseedearth.com/assets/img/Our%20Supporters/supporters8.png	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/Our%20Supporters/supporters8.png	(from https://futureseedearth.com/)
22:55:05	99445/99445	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Jul%202025%2017:25:07%20GMT	https://futureseedearth.com/assets/img/Our%20Supporters/supporters9.png	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/Our%20Supporters/supporters9.png	(from https://futureseedearth.com/)
22:55:06	98661/98661	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Jul%202025%2017:25:07%20GMT	https://futureseedearth.com/assets/img/Our%20Supporters/supporters10.png	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/Our%20Supporters/supporters10.png	(from https://futureseedearth.com/)
22:55:06	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22119f-68074818-16ced18c698bf660;;;%22	https://futureseedearth.com/assets/img/Our%20Supporters/supporters7.png	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/Our%20Supporters/supporters7.png	(from https://futureseedearth.com/)
22:55:07	113056/113056	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:25:08%20GMT	https://futureseedearth.com/assets/img/portfolio/productvart1.jpg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/portfolio/productvart1.jpg	(from https://futureseedearth.com/)
22:55:07	25657/25657	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:25:09%20GMT	https://futureseedearth.com/assets/img/portfolio/1.jpg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/portfolio/1.jpg	(from https://futureseedearth.com/)
22:55:08	83041/83041	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:25:10%20GMT	https://futureseedearth.com/assets/img/portfolio/productvart2.jpg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/portfolio/productvart2.jpg	(from https://futureseedearth.com/)
22:55:09	26584/26584	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:25:10%20GMT	https://futureseedearth.com/assets/img/portfolio/2.jpg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/portfolio/2.jpg	(from https://futureseedearth.com/)
22:55:09	35653/35653	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:25:11%20GMT	https://futureseedearth.com/assets/img/portfolio/productbhavti1.jpg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/portfolio/productbhavti1.jpg	(from https://futureseedearth.com/)
22:55:10	8758/8758	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:25:11%20GMT	https://futureseedearth.com/assets/img/portfolio/5.jpg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/portfolio/5.jpg	(from https://futureseedearth.com/)
22:55:10	120601/120601	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:25:12%20GMT	https://futureseedearth.com/assets/img/portfolio/productvart3.jpg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/portfolio/productvart3.jpg	(from https://futureseedearth.com/)
22:55:11	29715/29715	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:25:13%20GMT	https://futureseedearth.com/assets/img/portfolio/3.jpg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/portfolio/3.jpg	(from https://futureseedearth.com/)
22:55:11	13863/13863	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:25:13%20GMT	https://futureseedearth.com/assets/img/portfolio/productbhavti3.jpeg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/portfolio/productbhavti3.jpg	(from https://futureseedearth.com/)
22:55:12	10511/10511	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:25:14%20GMT	https://futureseedearth.com/assets/img/portfolio/4.jpg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/portfolio/4.jpg	(from https://futureseedearth.com/)
22:55:12	16983/16983	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:25:14%20GMT	https://futureseedearth.com/assets/img/portfolio/productbhavti2.jpeg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/portfolio/productbhavti2.jpg	(from https://futureseedearth.com/)
22:55:13	9665/9665	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Jul%202025%2017:25:14%20GMT	https://futureseedearth.com/assets/img/portfolio/6.jpg	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/img/portfolio/6.jpg	(from https://futureseedearth.com/)
22:55:14	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-16ced18c698bf660;gz%22	https://futureseedearth.com/login.html	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/login.html	(from https://futureseedearth.com/)
22:55:14	14690/14690	---M-Z	200	added ('OK')	application/x-javascript	etag:%223962-6883841d-ad69135cf23ec532;gz%22	https://futureseedearth.com/assets/vendor/aos/aos.js	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/vendor/aos/aos.js	(from https://futureseedearth.com/)
22:55:14	4119808/4119808	---M--	200	added ('OK')	application/pdf	etag:%223edd00-688382e4-fd03fd5fb9ee988d;;;%22	https://futureseedearth.com/assets/Introduction%20to%20FSEF.pdf	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/Introduction%20to%20FSEF.pdf	(from https://futureseedearth.com/)
22:55:16	78129/78129	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213131-68838453-bf070b227343042f;gz%22	https://futureseedearth.com/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	(from https://futureseedearth.com/)
22:55:17	56222/56222	---M-Z	200	added ('OK')	application/x-javascript	etag:%22db9e-6883846c-ad7bcd4a80f04efd;gz%22	https://futureseedearth.com/assets/vendor/glightbox/js/glightbox.min.js	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/vendor/glightbox/js/glightbox.min.js	(from https://futureseedearth.com/)
22:55:17	35445/35445	---M-Z	200	added ('OK')	application/x-javascript	etag:%228a75-68838423-e47c4a9cca09e665;gz%22	https://futureseedearth.com/assets/vendor/isotope-layout/isotope.pkgd.min.js	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/vendor/isotope-layout/isotope.pkgd.min.js	(from https://futureseedearth.com/)
22:55:17	135617/135617	---M-Z	200	added ('OK')	application/x-javascript	etag:%22211c1-6883842f-3632358bd264c89c;gz%22	https://futureseedearth.com/assets/vendor/swiper/swiper-bundle.min.js	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/vendor/swiper/swiper-bundle.min.js	(from https://futureseedearth.com/)
22:55:18	21112/21112	---M-Z	200	added ('OK')	application/x-javascript	etag:%225278-68838432-837c46d8d338a633;gz%22	https://futureseedearth.com/assets/vendor/waypoints/noframework.waypoints.js	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/vendor/waypoints/noframework.waypoints.js	(from https://futureseedearth.com/)
22:55:18	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-16ced18c698bf660;gz%22	https://futureseedearth.com/assets/vendor/php-email-form/validate.js	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/vendor/php-email-form/validate.js	(from https://futureseedearth.com/)
22:55:19	4362/4362	---M-Z	200	added ('OK')	application/x-javascript	etag:%22110a-6883de2b-c4db5f9465f9d977;gz%22	https://futureseedearth.com/assets/js/main.js	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/js/main.js	(from https://futureseedearth.com/)
22:55:19	5673/5673	---M-Z	200	added ('OK')	application/x-javascript	etag:%221629-68838358-ea9d651624893d49;gz%22	https://futureseedearth.com/assets/js/count.js	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/js/count.js	(from https://futureseedearth.com/)
22:55:20	92004/92004	---M--	200	added ('OK')	font/woff2	etag:%2216764-6883845b-94e68bd78e803601;;;%22	https://futureseedearth.com/assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?a74547b2f0863226942ff8ded57db345	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/vendor/bootstrap-icons/fonts/bootstrap-icons3413.woff2	(from https://futureseedearth.com/assets/vendor/bootstrap-icons/bootstrap-icons.css)
22:55:21	123408/123408	---MCZ	200	added ('OK')	application/font-woff	etag:W/%221e210-6883845b-3971a4a57b91dcd9;;;%22	https://futureseedearth.com/assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff?a74547b2f0863226942ff8ded57db345	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/vendor/bootstrap-icons/fonts/bootstrap-icons3413.woff	(from https://futureseedearth.com/assets/vendor/bootstrap-icons/bootstrap-icons.css)
22:55:22	292572/292572	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22476dc-68838463-24158dee15d8e1d6;gz%22	https://futureseedearth.com/assets/vendor/boxicons/fonts/boxicons.eot	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/vendor/boxicons/fonts/boxicons.eot	(from https://futureseedearth.com/assets/vendor/boxicons/css/boxicons.min.css)
22:55:22	102988/102988	---M--	200	added ('OK')	font/woff2	etag:%221924c-68838466-a87968dc48672cf9;;;%22	https://futureseedearth.com/assets/vendor/boxicons/fonts/boxicons.woff2	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/vendor/boxicons/fonts/boxicons.woff2	(from https://futureseedearth.com/assets/vendor/boxicons/css/boxicons.min.css)
22:55:23	292480/292480	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2247680-68838466-d170da16f63f37d1;;;%22	https://futureseedearth.com/assets/vendor/boxicons/fonts/boxicons.woff	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/vendor/boxicons/fonts/boxicons.woff	(from https://futureseedearth.com/assets/vendor/boxicons/css/boxicons.min.css)
22:55:24	292404/292404	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2247634-68838464-8395844f585f6862;gz%22	https://futureseedearth.com/assets/vendor/boxicons/fonts/boxicons.ttf	C:/My%20Web%20Sites/ngo%20website/futureseedearth.com/assets/vendor/boxicons/fonts/boxicons.ttf	(from https://futureseedearth.com/assets/vendor/boxicons/css/boxicons.min.css)
